,school,rating,type,students,grades,city,zip,state,zipcode,returns,single_returns,joint_returns,hoh_returns,agi,total_income,educator_expense_amount,returns_itemized,charitable_contributions
661,True North Troy Preparatory Charter School,8,Public charter,584, K-9, Troy,12180,NY,12180.0,23880.0,13530.0,6050.0,3850.0,1275768.0,1290701.0,146.0,6160.0,14903.0
662,Achievement First Apollo Charter School,8,Public charter,849, K-8, Brooklyn,11208,NY,11208.0,44930.0,21070.0,7490.0,15670.0,1482501.0,1492997.0,123.0,9370.0,23644.0
663,Ps 264 Bay Ridge Elementary School For The Arts,8,Public district,481, K-5, Brooklyn,11209,NY,11209.0,34340.0,18770.0,10920.0,3710.0,2660959.0,2695383.0,368.0,13530.0,36022.0
664,Rochdale Early Advantage Charter School,8,Public charter,283, K-5, Queens,11434,NY,11434.0,33200.0,16950.0,4490.0,10870.0,1484444.0,1492117.0,150.0,11910.0,40102.0
665,Ps 290,8,Public district,547, PK-5, Queens,11385,NY,11385.0,49320.0,26020.0,13660.0,8670.0,2361253.0,2385630.0,278.0,13010.0,25815.0
666,KIPP NYC WASHINGTON HEIGHTS CHARTER,8,Public charter,989, K-10, New York,10032,NY,10032.0,29450.0,18750.0,3890.0,6310.0,1204675.0,1220621.0,131.0,6010.0,13019.0
667,Silas Wood 6th Grade Center,8,Public district,490, 6, Huntington Station,11746,NY,11746.0,34150.0,16450.0,12760.0,4310.0,3593339.0,3653923.0,346.0,16510.0,58251.0
668,Academy of the City Charter School,8,Public charter,530, K-5, Queens,11377,NY,11377.0,46020.0,24670.0,13870.0,6320.0,2028614.0,2051011.0,174.0,10830.0,20772.0
669,Millennium Brooklyn High School,8,Public district,667, 9-12, Brooklyn,11215,NY,11215.0,33120.0,18890.0,10820.0,2400.0,4886040.0,4980229.0,329.0,17700.0,70030.0
670,Success Acad Charter School-Manhattan 3,8,Public charter,516, K-5, Bronx,10456,NY,10456.0,40930.0,20310.0,4610.0,15510.0,1130812.0,1140125.0,104.0,5820.0,14620.0
671,Icahn Charter School 6,8,Public charter,333, K-7, Bronx,10457,NY,10457.0,33210.0,16580.0,3870.0,12360.0,925867.0,933851.0,83.0,4880.0,12081.0
672,Children's Aid College Prep Charter School,8,Public charter,504, K-6, Bronx,10457,NY,10457.0,33210.0,16580.0,3870.0,12360.0,925867.0,933851.0,83.0,4880.0,12081.0
673,P.S. 110,8,Public district,786, K-5, Queens,11368,NY,11368.0,48680.0,22710.0,12470.0,12750.0,1506903.0,1522259.0,66.0,7860.0,14986.0
674,Concourse Village Elementary School,8,Public district,350, PK-5, Bronx,10451,NY,10451.0,23750.0,12220.0,2610.0,8600.0,798898.0,804450.0,90.0,4470.0,11798.0
675,East Elmhurst Community School,8,Public district,383, K-4, Queens,11369,NY,11369.0,18230.0,8750.0,4800.0,4370.0,703999.0,710358.0,55.0,4740.0,9270.0
676,River School (The),8,Public district,273, PK-4, New York,10016,NY,10016.0,32720.0,24900.0,5810.0,1120.0,8331163.0,8419008.0,79.0,19670.0,145489.0
677,Family Life Academy Charter School Iii,8,Public charter,252, K-4, Bronx,10451,NY,10451.0,23750.0,12220.0,2610.0,8600.0,798898.0,804450.0,90.0,4470.0,11798.0
678,Amherst Central High School,8,Public district,832, 9-12, Amherst,14226,NY,14226.0,14770.0,7790.0,5230.0,1410.0,1195167.0,1217618.0,132.0,5590.0,24403.0
679,Smallwood Drive School,8,Public district,651, K-5, Buffalo,14226,NY,14226.0,14770.0,7790.0,5230.0,1410.0,1195167.0,1217618.0,132.0,5590.0,24403.0
680,Concord Road Elementary School,8,Public district,842, K-4, Ardsley,10502,NY,10502.0,2870.0,1140.0,1440.0,230.0,520143.0,528754.0,43.0,1890.0,7408.0
681,Brookside Elementary School,8,Public district,262, K-5, Baldwin,11510,NY,11510.0,18570.0,9010.0,5420.0,3600.0,1409247.0,1421205.0,236.0,9600.0,30742.0
682,Meadow Elementary School,8,Public district,554, K-5, Baldwin,11510,NY,11510.0,18570.0,9010.0,5420.0,3600.0,1409247.0,1421205.0,236.0,9600.0,30742.0
683,James Wilson Young Middle School,8,Public district,542, 6-8, Bayport,11705,NY,11705.0,4170.0,1980.0,1700.0,380.0,467324.0,473811.0,104.0,2300.0,6920.0
684,Beaver River Senior High School,8,Public district,271, 9-12, Castorland,13620,NY,13620.0,890.0,380.0,420.0,90.0,43431.0,44235.0,8.0,190.0,535.0
685,Bemus Elementary School,8,Public district,304, PK-5, Bemus Point,14712,NY,14712.0,1540.0,690.0,730.0,100.0,114642.0,116883.0,19.0,500.0,2098.0
686,Maple Grove Junior Senior High School,8,Public district,402, 6-12, Jamestown,14701,NY,14701.0,16250.0,8050.0,5340.0,2580.0,697147.0,707021.0,130.0,2400.0,7708.0
687,Bethlehem Central Middle School,8,Public district,"1,078", 6-8, Delmar,12054,NY,12054.0,9040.0,4290.0,3900.0,670.0,911536.0,928015.0,112.0,4530.0,16093.0
688,John F Kennedy Middle School,8,Public district,654, 6-8, Bethpage,11714,NY,11714.0,12420.0,6290.0,4960.0,910.0,1003462.0,1012868.0,165.0,6360.0,15064.0
689,Kramer Lane Elementary School,8,Public district,344, K-5, Plainview,11803,NY,11803.0,14440.0,6230.0,7190.0,730.0,2095672.0,2130695.0,295.0,9050.0,42074.0
690,French Road Elementary School,8,Public district,796, 3-5, Rochester,14618,NY,14618.0,10540.0,5030.0,4520.0,790.0,1331921.0,1360363.0,135.0,5660.0,37122.0
691,Bronxville Middle School,8,Public district,409, 6-9, Bronxville,10708,NY,10708.0,11590.0,6100.0,4170.0,1040.0,3559472.0,3604494.0,130.0,7200.0,133424.0
692,Frederick Olmsted 64 At 78,8,Public district,598, PK-4, Buffalo,14216,NY,14216.0,11180.0,6890.0,2780.0,1260.0,732880.0,744589.0,114.0,2530.0,11338.0
693,Richard H O Rourke Middle School,8,Public district,700, 6-8, Burnt Hills,12027,NY,12027.0,2090.0,920.0,1010.0,130.0,181071.0,183018.0,30.0,1020.0,3004.0
694,Burnt Hills Ballston Lake Senior High School,8,Public district,"1,035", 9-12, Ballston Lake,12019,NY,12019.0,8050.0,3570.0,3770.0,550.0,732927.0,742239.0,97.0,3880.0,10119.0
695,Charlton Heights Elementary School,8,Public district,453, K-5, Ballston Lake,12019,NY,12019.0,8050.0,3570.0,3770.0,550.0,732927.0,742239.0,97.0,3880.0,10119.0
696,Francis L Stevens Elementary School,8,Public district,401, K-5, Ballston Lake,12019,NY,12019.0,8050.0,3570.0,3770.0,550.0,732927.0,742239.0,97.0,3880.0,10119.0
697,Wampus School,8,Public district,569, 3-5, Armonk,10504,NY,10504.0,4200.0,1780.0,2130.0,210.0,2202957.0,2236807.0,35.0,2750.0,39454.0
698,Caledonia Mumford Middle School,8,Public district,175, 6-8, Caledonia,14423,NY,14423.0,2320.0,1140.0,970.0,210.0,129538.0,131061.0,17.0,670.0,1423.0
699,Canandaigua Middle School,8,Public district,793, 6-8, Canandaigua,14424,NY,14424.0,13900.0,7110.0,5210.0,1280.0,994102.0,1010160.0,130.0,4680.0,17807.0
700,H C Williams Senior High School,8,Public district,400, 9-12, Canton,13617,NY,13617.0,3860.0,1890.0,1510.0,360.0,231491.0,234586.0,44.0,970.0,2663.0
701,Cazenovia High School,8,Public district,627, 8-12, Cazenovia,13035,NY,13035.0,3900.0,1770.0,1820.0,240.0,454704.0,465875.0,38.0,1760.0,8558.0
702,Douglas G Grafflin School,8,Public district,442, K-4, Chappaqua,10514,NY,10514.0,5420.0,2020.0,3080.0,220.0,2936410.0,2987006.0,37.0,3760.0,65666.0
703,Roaring Brook School,8,Public district,442, K-4, Chappaqua,10514,NY,10514.0,5420.0,2020.0,3080.0,220.0,2936410.0,2987006.0,37.0,3760.0,65666.0
704,Grand Island Senior High School,8,Public district,978, 9-12, Grand Island,14072,NY,14072.0,11010.0,5210.0,4780.0,780.0,892010.0,905532.0,129.0,4740.0,13434.0
705,Chenango Forks High School,8,Public district,500, 9-12, Binghamton,13901,NY,13901.0,8570.0,4430.0,2830.0,1150.0,455880.0,461227.0,80.0,1940.0,5752.0
706,Cincinnatus High School,8,Public district,153, 9-12, Cincinnatus,13040,NY,13040.0,1180.0,530.0,490.0,130.0,54861.0,55295.0,8.0,230.0,312.0
707,Clinton Senior High School,8,Public district,393, 9-12, Clinton,13323,NY,13323.0,4860.0,2480.0,1950.0,340.0,383353.0,390231.0,49.0,1670.0,4982.0
708,Cold Spring Harbor High School,8,Public district,944, 7-12, Cold Spring Harbor,11724,NY,11724.0,1730.0,820.0,790.0,90.0,637446.0,648855.0,12.0,1080.0,9992.0
709,West Side School,8,Public district,223, 2-6, Syosset,11791,NY,11791.0,12140.0,5090.0,6180.0,610.0,2593232.0,2644313.0,142.0,7650.0,49897.0
710,Commack Middle School,8,Public district,"1,524", 6-8, Dix Hills,11746,NY,11746.0,34150.0,16450.0,12760.0,4310.0,3593339.0,3653923.0,346.0,16510.0,58251.0
711,Connetquot High School,8,Public district,"1,978", 9-12, Bohemia,11716,NY,11716.0,5580.0,2860.0,2060.0,540.0,445260.0,449673.0,85.0,2720.0,6818.0
712,Edith L Slocum Elementary School,8,Public district,329, K-5, Ronkonkoma,11779,NY,11779.0,19510.0,9540.0,7300.0,2230.0,1413265.0,1424256.0,221.0,9050.0,19667.0
713,John Pearl Elementary School,8,Public district,223, K-5, Bohemia,11716,NY,11716.0,5580.0,2860.0,2060.0,540.0,445260.0,449673.0,85.0,2720.0,6818.0
714,Cooperstown Junior Senior High School,8,Public district,427, 7-12, Cooperstown,13326,NY,13326.0,2530.0,1330.0,990.0,180.0,221754.0,225221.0,17.0,890.0,3540.0
715,Cornwall Elementary School,8,Public district,526, K-4, Cornwall,12518,NY,12518.0,3040.0,1520.0,1150.0,310.0,266032.0,269643.0,50.0,1400.0,4381.0
716,Cornwall Central High School,8,Public district,"1,105", 9-12, New Windsor,12553,NY,12553.0,13290.0,6510.0,4260.0,2180.0,875544.0,883754.0,137.0,5350.0,15116.0
717,Cornwall On Hudson Elementary School,8,Public district,238, K-4, Cornwall-on-Hudson,12520,NY,12520.0,1730.0,810.0,700.0,140.0,197168.0,200529.0,34.0,850.0,2986.0
718,John F Kennedy Intermediate School,8,Public district,891, 3-5, Deer Park,11729,NY,11729.0,15230.0,7690.0,5010.0,2190.0,997603.0,1005127.0,146.0,7030.0,17331.0
719,Delaware Academy High School,8,Public district,406, 6-12, Delhi,13753,NY,13753.0,1880.0,960.0,700.0,180.0,102466.0,104555.0,17.0,480.0,1217.0
720,Arcade Elementary School,8,Public district,559, PK-4, Arcade,14009,NY,14009.0,2600.0,1250.0,1040.0,280.0,135348.0,136954.0,15.0,580.0,1494.0
721,Jamesville Dewitt High School,8,Public district,947, 9-12, Fayetteville,13066,NY,13066.0,6660.0,3260.0,2860.0,420.0,903162.0,923066.0,76.0,3520.0,18578.0
722,Tecumseh Elementary School,8,Public district,301, K-4, Jamesville,13078,NY,13078.0,4620.0,2040.0,2210.0,300.0,557890.0,570518.0,53.0,2350.0,14486.0
723,Dobbs Ferry High School,8,Public district,457, 9-12, Dobbs Ferry,10522,NY,10522.0,5390.0,2480.0,2230.0,530.0,849596.0,866214.0,85.0,3000.0,13085.0
724,Springhurst Elementary School,8,Public district,671, K-5, Dobbs Ferry,10522,NY,10522.0,5390.0,2480.0,2230.0,530.0,849596.0,866214.0,85.0,3000.0,13085.0
725,Columbia High School,8,Public district,"1,300", 9-12, East Greenbush,12061,NY,12061.0,5040.0,2580.0,1990.0,390.0,428249.0,433920.0,53.0,2170.0,5122.0
726,Donald P Sutherland School,8,Public district,281, K-5, Nassau,12123,NY,12123.0,2630.0,1270.0,1030.0,280.0,174210.0,176206.0,18.0,960.0,1664.0
727,East Hampton Middle School,8,Public district,359, 6-8, East Hampton,11937,NY,11937.0,8950.0,4750.0,2950.0,1030.0,1099232.0,1125357.0,64.0,4030.0,21494.0
728,Bowling Green School,8,Public district,789, K-5, Westbury,11590,NY,11590.0,25980.0,13170.0,7690.0,4630.0,1831140.0,1850307.0,199.0,10830.0,31570.0
729,East Meadow High School,8,Public district,"1,524", 9-12, East Meadow,11554,NY,11554.0,19800.0,9730.0,8030.0,1620.0,1656495.0,1673780.0,270.0,10340.0,29398.0
730,W Tresper Clarke High School,8,Public district,757, 9-12, Westbury,11590,NY,11590.0,25980.0,13170.0,7690.0,4630.0,1831140.0,1850307.0,199.0,10830.0,31570.0
731,Woodland Middle School,8,Public district,"1,076", 6-8, East Meadow,11554,NY,11554.0,19800.0,9730.0,8030.0,1620.0,1656495.0,1673780.0,270.0,10340.0,29398.0
732,East Moriches School,8,Public district,353, 5-8, East Moriches,11940,NY,11940.0,2800.0,1350.0,1140.0,240.0,269569.0,274442.0,58.0,1430.0,4200.0
733,East Rochester Elementary School,8,Public district,490, PK-5, East Rochester,14445,NY,14445.0,4030.0,2400.0,1040.0,470.0,186243.0,188785.0,29.0,1000.0,2232.0
734,Wheatley School,8,Public district,733, 8-12, Old Westbury,11568,NY,11568.0,1750.0,830.0,800.0,70.0,1283725.0,1299115.0,0.0,1080.0,39807.0
735,Eastchester Middle School,8,Public district,820, 6-8, Eastchester,10709,NY,10709.0,4860.0,2330.0,2020.0,410.0,719892.0,731406.0,86.0,2810.0,9942.0
736,Eden Elementary School,8,Public district,391, 2-6, Eden,14057,NY,14057.0,4080.0,1940.0,1790.0,300.0,274204.0,278602.0,43.0,1560.0,3513.0
737,Alden Terrace School,7,Public district,429, PK-6, Valley Stream,11580,NY,11580.0,22430.0,10590.0,6840.0,4360.0,1529625.0,1541966.0,189.0,10830.0,33566.0
738,Clara H Carlson School,7,Public district,866, PK-6, Elmont,11003,NY,11003.0,24370.0,11630.0,5910.0,6220.0,1342744.0,1351998.0,137.0,10400.0,32258.0
739,Covert Avenue School,7,Public district,763, PK-6, Elmont,11003,NY,11003.0,24370.0,11630.0,5910.0,6220.0,1342744.0,1351998.0,137.0,10400.0,32258.0
740,Dutch Broadway School,7,Public district,764, PK-6, Elmont,11003,NY,11003.0,24370.0,11630.0,5910.0,6220.0,1342744.0,1351998.0,137.0,10400.0,32258.0
741,Gotham Avenue School,7,Public district,589, PK-6, Elmont,11003,NY,11003.0,24370.0,11630.0,5910.0,6220.0,1342744.0,1351998.0,137.0,10400.0,32258.0
742,James H Boyd Elementary School,7,Public district,481, 3-5, Huntington,11743,NY,11743.0,22470.0,11150.0,9020.0,1800.0,3924238.0,3995165.0,284.0,13180.0,63467.0
743,Fabius Pompey Middle School High School,7,Public district,334, 6-12, Fabius,13063,NY,13063.0,880.0,370.0,430.0,60.0,61136.0,62253.0,10.0,350.0,767.0
744,Brooks Hill School,7,Public district,647, K-5, Fairport,14450,NY,14450.0,21910.0,10310.0,9700.0,1510.0,2006574.0,2039679.0,298.0,10770.0,37098.0
745,Johanna Perrin Middle School,7,Public district,648, 6-8, Fairport,14450,NY,14450.0,21910.0,10310.0,9700.0,1510.0,2006574.0,2039679.0,298.0,10770.0,37098.0
746,Albany Avenue Elementary School,7,Public district,563, K-5, North Massapequa,11758,NY,11758.0,29480.0,14630.0,11720.0,2450.0,3117215.0,3152049.0,486.0,16640.0,50431.0
747,Fillmore Central School,7,Public district,680, PK-12, Fillmore,14735,NY,14735.0,1030.0,420.0,490.0,90.0,45975.0,46438.0,6.0,160.0,481.0
748,Fishers Island School,7,Public district,69, K-12, Fishers Island,6390,,,,,,,,,,,
749,Fonda Fultonville Senior High School,7,Public district,396, 9-12, Fonda,12068,NY,12068.0,1340.0,620.0,540.0,180.0,69404.0,70087.0,11.0,320.0,610.0
750,Forestville Elementary School,7,Public district,230, PK-6, Forestville,14062,NY,14062.0,1550.0,700.0,670.0,150.0,75545.0,76269.0,9.0,310.0,655.0
751,Polk Street School,7,Public district,677, PK-6, Franklin Square,11010,NY,11010.0,12830.0,6330.0,4920.0,1300.0,1001630.0,1011151.0,181.0,6640.0,15536.0
752,Frontier Middle School,7,Public district,"1,129", 6-8, Hamburg,14075,NY,14075.0,22870.0,11800.0,8820.0,1790.0,1547602.0,1568254.0,260.0,8480.0,21428.0
753,Ruben A Cirillo High School,7,Public district,319, 9-12, Walworth,14568,NY,14568.0,3080.0,1360.0,1420.0,230.0,196609.0,198911.0,34.0,1270.0,2786.0
754,Geneseo Middle School High School,7,Public district,462, 6-12, Geneseo,14454,NY,14454.0,3060.0,1520.0,1240.0,250.0,221331.0,225203.0,45.0,1120.0,3857.0
755,Kensington Road School,7,Public district,280, K-4, Glens Falls,12801,NY,12801.0,7610.0,4390.0,2060.0,980.0,365229.0,370088.0,54.0,1660.0,3499.0
756,Marcus Whitman High School,7,Public district,351, 9-12, Rushville,14544,NY,14544.0,900.0,410.0,390.0,80.0,55552.0,56671.0,7.0,210.0,467.0
757,Goshen Central High School,7,Public district,959, 9-12, Goshen,10924,NY,10924.0,6370.0,3030.0,2570.0,660.0,622246.0,633803.0,95.0,3120.0,8878.0
758,John F Kennedy School,7,Public district,454, K-5, Kings Point,11024,NY,11024.0,3180.0,1420.0,1520.0,170.0,1296346.0,1329823.0,13.0,1750.0,55923.0
759,Brookside Elementary School Campus,7,Public district,339, K-5, Rochester,14626,NY,14626.0,15920.0,8190.0,5820.0,1570.0,947138.0,959313.0,113.0,5700.0,14749.0
760,Griffith Institute Middle School,7,Public district,388, 6-8, Springville,14141,NY,14141.0,3630.0,1740.0,1510.0,320.0,217522.0,221861.0,28.0,960.0,2176.0
761,Farnsworth Middle School,7,Public district,"1,129", 6-8, Guilderland,12084,NY,12084.0,2290.0,1130.0,920.0,180.0,177417.0,179800.0,14.0,720.0,2171.0
762,Lynnwood Elementary School,7,Public district,406, K-5, Schenectady,12303,NY,12303.0,15070.0,7300.0,5290.0,2190.0,977360.0,988746.0,107.0,5280.0,11947.0
763,Westmere Elementary School,7,Public district,495, K-5, Albany,12203,NY,12203.0,13660.0,8550.0,3820.0,1010.0,1061756.0,1074775.0,102.0,4860.0,21434.0
764,Haldane Elementary Middle School,7,Public district,538, K-8, Cold Spring,10516,NY,10516.0,2730.0,1260.0,1220.0,190.0,335780.0,342787.0,32.0,1480.0,5050.0
765,Haldane High School,7,Public district,299, 9-12, Cold Spring,10516,NY,10516.0,2730.0,1260.0,1220.0,190.0,335780.0,342787.0,32.0,1480.0,5050.0
766,Hamburg Middle School,7,Public district,830, 6-8, Hamburg,14075,NY,14075.0,22870.0,11800.0,8820.0,1790.0,1547602.0,1568254.0,260.0,8480.0,21428.0
767,Union Pleasant Avenue Elementary School,7,Public district,583, K-5, Hamburg,14075,NY,14075.0,22870.0,11800.0,8820.0,1790.0,1547602.0,1568254.0,260.0,8480.0,21428.0
768,Hamilton Junior Senior High School,7,Public district,283, 6-12, Hamilton,13346,NY,13346.0,1920.0,940.0,790.0,130.0,153888.0,156808.0,17.0,740.0,3201.0
769,Oldfield Middle School,7,Public district,725, 6-8, Greenlawn,11740,NY,11740.0,4710.0,2260.0,1960.0,390.0,521374.0,529301.0,80.0,2650.0,8391.0
770,Louis M Klein Middle School,7,Public district,835, 6-8, Harrison,10528,NY,10528.0,5970.0,2880.0,2410.0,510.0,1513649.0,1534968.0,67.0,2980.0,40864.0
771,Forest Brook Elementary School,7,Public district,338, K-5, Smithtown,11787,NY,11787.0,17690.0,8210.0,7860.0,1240.0,2079998.0,2105532.0,316.0,10340.0,35765.0
772,Hauppauge Middle School,7,Public district,878, 6-8, Hauppauge,11788,NY,11788.0,8830.0,4290.0,3610.0,740.0,950067.0,961336.0,151.0,4750.0,14111.0
773,Hendrick Hudson High School,7,Public district,794, 9-12, Montrose,10548,NY,10548.0,1650.0,810.0,640.0,190.0,143110.0,144863.0,21.0,800.0,2157.0
774,Dutch Lane School,7,Public district,293, PK-5, Hicksville,11801,NY,11801.0,22370.0,11190.0,8690.0,2070.0,1536020.0,1551511.0,162.0,9860.0,24012.0
775,Fork Lane School,7,Public district,277, K-5, Hicksville,11801,NY,11801.0,22370.0,11190.0,8690.0,2070.0,1536020.0,1551511.0,162.0,9860.0,24012.0
776,Highland High School,7,Public district,554, 9-12, Highland,12528,NY,12528.0,6950.0,3490.0,2500.0,800.0,476320.0,481625.0,85.0,2800.0,5805.0
777,Merton Williams Middle School,7,Public district,728, 7-8, Hilton,14468,NY,14468.0,9510.0,4230.0,4320.0,780.0,667709.0,675041.0,97.0,3800.0,9866.0
778,Holland High School,7,Public district,411, 7-12, Holland,14080,NY,14080.0,2130.0,990.0,950.0,150.0,139028.0,141181.0,15.0,730.0,1584.0
779,Holland Patent Central High School,7,Public district,459, 9-12, Holland Patent,13354,NY,13354.0,1580.0,700.0,710.0,140.0,93422.0,94861.0,13.0,420.0,981.0
780,Honeoye Middle High School,7,Public district,330, 6-12, Honeoye,14471,NY,14471.0,1350.0,660.0,580.0,100.0,78747.0,79964.0,9.0,430.0,1043.0
781,Hunter Tannersville Middle School High School,7,Public district,149, 7-12, Tannersville,12485,NY,12485.0,490.0,270.0,160.0,70.0,24096.0,24509.0,0.0,110.0,121.0
782,Ichabod Crane Primary School,7,Public district,502, K-3, Valatie,12184,NY,12184.0,3360.0,1600.0,1400.0,310.0,258469.0,262165.0,32.0,1250.0,2916.0
783,Philadelphia Primary School,7,Public district,117, K-3, Philadelphia,13673,NY,13673.0,940.0,360.0,410.0,140.0,42369.0,42673.0,11.0,150.0,277.0
784,Indian River Middle School,7,Public district,786, 6-8, Philadelphia,13673,NY,13673.0,940.0,360.0,410.0,140.0,42369.0,42673.0,11.0,150.0,277.0
785,Calcium Primary School,7,Public district,570, K-3, Calcium,13616,NY,13616.0,810.0,330.0,330.0,90.0,31536.0,31799.0,0.0,60.0,93.0
786,Marilla Primary School,7,Public district,223, K-4, Marilla,14102,NY,14102.0,650.0,290.0,320.0,30.0,44210.0,44626.0,0.0,240.0,513.0
787,Elma Primary School,7,Public district,288, K-4, Elma Center,14059,NY,14059.0,5040.0,2370.0,2310.0,250.0,438189.0,446377.0,43.0,2100.0,6795.0
788,Irondequoit High School,7,Public district,"1,163", 9-12, Rochester,14617,NY,14617.0,12300.0,6200.0,4590.0,1250.0,782001.0,793421.0,184.0,5030.0,13588.0
789,Rogers Middle School,7,Public district,450, 4-6, Rochester,14617,NY,14617.0,12300.0,6200.0,4590.0,1250.0,782001.0,793421.0,184.0,5030.0,13588.0
790,Southlawn School,7,Public district,208, K-3, Irondequoit,14617,NY,14617.0,12300.0,6200.0,4590.0,1250.0,782001.0,793421.0,184.0,5030.0,13588.0
791,Francis X Hegarty Elementary School,7,Public district,417, PK-4, Island Park,11558,NY,11558.0,4310.0,2240.0,1480.0,520.0,334925.0,338771.0,51.0,2010.0,4891.0
792,Island Trees High School,7,Public district,746, 9-12, Levittown,11756,NY,11756.0,23070.0,11540.0,8870.0,2150.0,1729655.0,1743117.0,321.0,11910.0,26836.0
793,Islip High School,7,Public district,993, 9-12, Islip,11751,NY,11751.0,7950.0,4120.0,2810.0,840.0,713845.0,721220.0,137.0,4120.0,10798.0
794,Boynton Middle School,7,Public district,521, 6-8, Ithaca,14850,NY,14850.0,22800.0,12910.0,7720.0,1680.0,1882141.0,1915672.0,154.0,8030.0,40301.0
795,Ithaca Senior High School,7,Public district,"1,407", 9-12, Ithaca,14850,NY,14850.0,22800.0,12910.0,7720.0,1680.0,1882141.0,1915672.0,154.0,8030.0,40301.0
